,e1
297,0.5805344105184606
298,1.08632533415628
299,1.273734322702043
300,1.0857823446941481
301,0.4724918719121798
302,1.017775386076247
303,1.1500556970318792
304,0.42563950354271
305,1.288079638280594
306,1.420728658656328
307,0.6439736877605082
308,1.0884095248783656
309,0.874340284296741
310,0.713560010746039
311,0.6139717620413094
312,0.32769798945406403
313,0.6155227794600218
314,0.5816917601137892
315,1.4138119339915824
316,-0.4578684242312894
317,1.058226214718405
318,0.5940839857279296
319,0.6480714562519111
320,0.7138727419540508
321,1.054756958795095
322,0.8422026620351797
323,0.5140711203262549
324,1.5914401110638354
325,0.40663885099527997
326,0.7271448731214157
327,0.44752918190772045
328,0.22603996732460685
329,0.9582369142209475
330,1.1401427557772252
331,1.0854708516409084
332,0.31972846397732346
333,0.9676327436846602
334,-0.20648004082363428
335,1.9458395147458323
336,1.2772262718418967
337,1.017777929358316
338,0.9559262533801125
339,0.49863486531747375
340,0.8130034833226178
341,0.9773069275257888
342,1.5296140948332702
343,0.18989149612256942
344,0.32669954603104506
345,1.5862484381151658
346,0.8115489579490056
347,0.8219709822471876
348,0.5710929088416528
349,0.9663141021111011
350,0.8352974494929478
351,1.0042018571354658
352,0.7760779100530436
353,1.0452982374291517
354,0.9752287217671647
355,1.645006537653395
356,0.4358893423963571
357,0.8442765580125741
358,0.8083572951089631
359,0.921678977410492
360,0.3845668014584774
361,0.40521751337669537
362,0.793895545487138
363,0.42618047322892066
364,0.6939038744109273
365,1.109734459367233
366,0.9089374539144321
367,1.2513986307788028
368,0.5096194219547502
369,0.9530609501578632
370,0.51404119957692
371,2.1232108782115633
372,0.677190476337113
373,1.189964393042163
374,0.9786308953978669
375,1.3933325866451454
376,0.86021831609776
377,0.4222902591934603
378,1.3715870308717928
379,0.8274219406120271
380,0.5674571427852797
381,1.3355002572873642
382,0.456491884815383
383,0.7082658417017782
384,1.1066467531119972
385,0.6461696803978954
386,0.7047844779249227
387,0.6251611354066339
388,0.6830418926387302
389,1.3104913391056356
390,1.0745941232681677
391,0.8076634918856642
392,0.37759500329455803
393,0.5549963714578303
394,0.5453450390532159
395,0.7137542145292877
396,0.4470082613830629
397,0.9693180652045613
398,1.5678187540462407
399,0.5538955358903807
400,1.1546183101385596
401,0.9139591592160369
402,1.1350761857629885
403,0.9789779063970864
404,0.7106092792595871
405,0.38694556494027743
406,0.36601441912275356
407,1.3062785788814426
408,1.0100658492821784
409,1.1785535209331917
410,0.5462074621759718
411,1.6069045249759724
412,1.4381827960239666
413,-0.15850616773415396
414,0.8835930434802503
415,1.054517134077943
416,0.9143062126268486
417,0.717238951346153
418,1.0036992581858515
419,1.3002004159907479
420,0.8833556040605407
421,0.29931278785914534
422,-0.32862921031687387
423,1.1921578136824704
424,0.7453103816191969
425,1.0379183436170485
426,1.0961728155088357
427,0.7915918857340348
428,0.7138888092463502
429,1.1272081772837996
430,0.847899442940633
431,0.47287488635978453
432,0.5294201976262386
433,1.1706155329913897
434,1.1895874641161404
435,1.3256795874094591
436,1.1173698589821834
437,1.109208571412293
438,0.9538144685554387
439,0.6370392480472826
440,0.942470208403077
441,1.124964299254703
442,0.6440560380781978
443,0.814522366348398
444,0.8787160087617625
445,1.5626040836732256
446,1.2810603987929812
447,0.35840712407275516
448,0.9770187470283039
449,0.9759858417862572
450,1.3314150132972158
451,1.857170084869202
452,0.9189645400249105
453,0.5709668047538643
454,0.8629351858680748
455,0.42848553642277826
456,0.9038411105855559
457,0.4843806177673329
458,0.5130935812781324
459,0.5681846427906423
460,0.7466063050846076
461,0.905427369801315
462,0.287828461821091
463,0.5959657393320689
464,0.38968277996973194
465,1.0820584329756804
466,0.41774339789721077
467,0.577971056566438
468,0.7982319097832645
469,0.9144473040618721
470,0.7233037209639288
471,0.7844424219943305
472,0.995129798627662
473,0.8742192092528921
474,1.4644028033259484
475,1.450666412287472
476,1.0031247967285872
477,0.7198040800473873
478,0.9603309348652178
479,0.5852782225240177
480,0.8726023832824784
481,0.7072438498202144
482,-0.5125268356457507
483,0.9513704470065322
484,1.0062121634788574
485,0.7076691536856634
486,0.26171951525988674
487,-0.026475390602247587
488,0.028160582943512927
489,1.0916673621691908
490,0.6882425851105435
491,1.2345306478024713
492,1.0050031162998692
493,1.9544040548911124
494,0.664197765008887
495,1.5257633592606659
496,0.6883600927931967
497,0.5936013821132512
498,1.185257249020235
499,0.5815603677483299
500,0.94286297968857
501,0.20201187235494975
502,0.5357723476545185
503,1.1627640330128672
504,1.4032926274055335
505,0.8640837183436731
506,0.9897818042959486
507,0.8037333062932545
508,0.7836543761926644
509,1.3289482143791396
510,0.34392741189222087
511,1.1395364059350162
512,0.6061383880048125
513,1.3305579845482611
514,0.6000606042365508
515,0.29066458543492657
516,1.36265485041084
517,1.5473236020667271
518,0.6401163121490686
519,1.1983787290567862
520,1.0250786785613526
521,0.9492493883998693
522,0.940390828542128
523,1.0677906263020351
524,1.124826873782735
525,0.6954944786202396
526,0.7154223679954473
527,0.9402783015495044
528,0.9601648230092672
529,1.0654604793543678
530,0.7585513497068744
531,1.0533494300633668
532,0.7739355518897542
533,0.8773798962238556
534,1.0883084779211423
535,1.2437286137227928
536,1.0376379267987261
537,1.010742141101017
538,1.0739340886748392
539,0.10841439396134578
540,0.40802359882874367
541,0.47502422544969725
542,1.7060775130728831
543,0.6988038762181322
544,0.4932244635635973
545,0.7161307181081479
546,0.9047292903226831
547,0.5650236697737946
548,1.2230845170276712
549,0.9841777883534045
550,0.8206905700610139
551,1.398608873853009
552,1.4556900579385705
553,0.7712836596384692
554,0.736965724499295
555,0.7190414728051046
556,0.7952166834755868
557,0.6245681039254672
558,-0.5206592679790744
559,1.3474067062402013
560,1.041482987390865
561,0.5324405676088939
562,0.37889701586878216
563,0.6178564749408367
564,0.4884345759402078
565,0.1046206398160723
566,1.9432605732278874
567,0.22311644082411364
568,1.3964971420343295
569,0.7907187943897414
570,1.3139768874328785
571,0.3975627392689757
572,0.9196588390836884
573,0.7104819706048626
574,1.0390013575723438
575,0.5503694791407978
576,1.538525694752937
577,0.6201798616913478
578,1.0340536287290027
579,0.7411139916094419
580,0.8540217881221146
581,1.7273684905758744
582,1.306408817616319
583,0.7120615601538698
584,0.6311940189065799
585,1.0880149078497992
586,0.28832584972353137
587,1.0776250775397063
588,0.4159546483091644
589,1.2727494625130962
590,0.29437472346248406
591,1.1628738645161247
592,0.799740780636208
593,1.4693286696711003
594,1.0259103763576083
595,-0.08923767208800189
596,1.6562034372001415
597,0.2722214275273261
598,0.6203367444599078
599,0.921278541380938
600,0.5944996504070266
601,0.9548514156258275
602,0.6915526066580892
603,0.6043789320953104
604,1.3345808690661811
605,1.370186509172005
606,0.5893895800608523
607,0.7283492386044059
608,1.4176255280934094
609,0.525506757209636
610,1.0703503987282244
611,0.5806416864836094
612,0.527703833594445
613,1.154918117454863
614,1.0784601650985057
615,0.6330252144908822
616,0.5193926983000209
617,0.4057810723701877
618,0.7544703635850174
619,0.7110529796967096
620,0.6563099106499409
621,0.6131263829783353
622,1.2612612153689418
623,0.725503243252423
624,0.879124542454568
625,0.9171275976852378
626,0.4555720694007313
627,0.815710186628634
628,1.155322404448943
629,1.284610096800423
630,0.9146875409057191
631,0.5027867378830753
632,0.6176864139212797
633,1.3073704916637454
634,1.2774897972480939
635,1.6435634493856501
636,1.0131583282746315
637,1.4242604263912049
638,1.1143791161048937
639,1.3521755054415998
640,1.0086577755906896
641,0.806514136175044
642,0.153394143308334
643,0.3561354685105667
644,0.89338572677464
645,0.9997955060982083
646,0.8820052786228848
647,0.9846837556968142
648,1.0101681042361448
649,0.5891759734118538
650,0.9430521306695998
651,0.5319195099043847
652,1.5222569596160473
653,0.6181798657333515
654,0.00456552981367816
655,0.6383858405277424
656,1.2538781197278355
657,0.551194062581209
658,0.7804351318395353
659,0.4915641060258661
660,1.5115892245403364
661,0.7474808361674091
662,1.3105782944184086
663,1.029900840472881
664,0.14832148948072754
665,0.8301188493487077
666,0.9152200250301302
667,0.24613293141549622
668,1.2292210283363703
669,0.34800274271142784
670,1.108818153481941
671,0.5263848669467078
672,0.6039130280160817
673,1.1606205651636345
674,0.3862952247278585
675,0.5742018187090512
676,1.0829534143815454
677,1.2473513590110912
678,0.7833834478276157
679,0.7530488049884271
680,1.5287675744179037
681,1.3978780973913119
682,0.8413682245913388
683,1.4562766909461868
684,0.42013494535654833
685,0.7875733760610981
686,0.9262331097270208
687,0.25153375041883874
688,0.894056205275795
689,1.4517837719267948
690,1.1841206819997252
691,1.1643362383516571
692,0.937104193310971
693,0.9694592120189138
694,0.9676940005391397
695,0.8906563964536295
696,0.7559554573340453
697,0.8293444474056266
698,0.7639849547930746
699,0.7290957139233595
700,0.6978862017601294
701,0.48827716310074837
702,1.385427746972319
703,0.7409055704220024
704,1.0120533507132137
705,0.83578412310314
706,0.8827246393876789
707,0.04526014959581561
708,0.8927208539998184
709,0.9378375558996507
710,0.8563983515593132
711,0.9067436685243935
712,0.6601600232426194
713,1.7148980405571361
714,0.9000699231039186
715,1.623703786455937
716,0.3515391015811071
717,1.032160227124375
718,-0.02063228562849364
719,0.262937289824839
720,1.08354414835905
721,0.7277299919965592
722,1.093460550928423
723,0.9028671470588714
724,1.0970969915191755
725,1.2674322526886541
726,0.6944973160077186
727,0.6076636395609816
728,0.7333096558324577
729,0.8789582996430754
730,1.2539753003125123
731,0.8269175736383089
732,1.127763382478652
733,0.9763743148372833
734,0.9699706315192207
735,1.1522835686475443
736,0.5496284675211289
737,0.3572081157441923
738,1.5053273125931046
739,1.0861066390643181
740,1.2814480040788212
741,1.12328889150699
742,0.4536673283021804
743,0.8614624271205492
744,0.11783506461467015
745,0.14669918766428522
746,0.3773028772182947
747,1.0156950996367982
748,0.6637233419270845
749,0.8398870732636592
750,1.3350882536968867
751,0.2766713410011056
752,1.529183188355858
753,1.085328236989559
754,0.9491786046485347
755,0.6547644612044512
756,0.787248007858164
757,0.9157237319943814
758,0.9496756428387396
759,1.2431994365330006
760,1.2539271885320118
761,0.5880916684991131
762,0.5041259544498092
763,1.8783910923531049
764,0.9285340557473517
765,0.7410271073202362
766,1.2427834553870605
767,2.000006625716456
768,0.6052909332733472
769,0.5399569227122184
770,0.3137215770725788
771,1.1498765032436895
772,0.8052049525778229
773,0.36327412397409736
774,1.1064003766755246
775,0.9237865121626453
776,0.18182651167958588
777,1.0784212098069117
778,0.8020729088351326
779,0.9363280663450615
780,0.8624477975531759
781,0.8848034250786339
782,0.8730934740493012
783,0.8077177797832957
784,0.8439507772290765
785,1.4417788304661194
786,0.8477625161409693
787,1.0060637500625373
788,0.359480238410469
789,1.2301481640953231
790,1.2731030024551104
791,0.5912735890964129
792,0.5616417580594324
793,0.819929639357782
794,0.7036432368377388
795,0.158580788339863
796,1.3435621633319963
797,0.8562129439145353
798,0.8906957343363019
799,0.937694614559527
800,0.765769480205526
801,1.2679302549194509
802,0.5913474935442108
803,0.31074274897306114
804,1.32603063316421
805,1.012954150561536
806,0.8773722607876758
807,0.9368950155171986
808,1.4674380560619185
809,0.990683660548114
810,0.8377754966194306
811,1.2927564782399998
812,0.5419328872479541
813,1.0280541887530854
814,1.3682059927974817
815,0.7235705546349873
816,1.646590909028645
817,0.9771688578442734
818,0.5481362772430578
819,0.9510996832775526
820,0.2665506155509898
821,1.042149400543744
822,0.9079473008232418
823,0.6411687651098302
824,0.2572550817438268
825,0.5321755307810759
826,0.7154261543490923
827,0.9170952672554014
828,1.0043399360513068
829,0.8018724349216303
830,1.0942298433787985
831,0.8599416336102399
832,-0.06150484805579442
833,1.2153228071444648
834,0.5427970930272841
835,0.22333833589682858
836,0.13896943158323055
837,1.565307903777902
838,1.1892819909549435
839,1.3753356591921901
840,0.7612711678819043
841,0.5253645599546095
842,1.0435199948454548
843,0.5001582078229191
844,0.8980462795889841
845,1.203756536678773
846,0.4838024342706373
847,0.9612639876551372
848,0.6209201388446619
849,0.9653124729226893
850,1.0151589872559972
851,0.9911310315140451
852,1.247354500301006
853,0.467663129293832
854,0.8245290511796334
855,0.9531094881807791
856,0.8409970144158447
857,1.3609532615908009
858,1.115995252014657
859,0.46346316825003175
860,1.2538658681346844
861,0.8887795541577161
862,1.2354610507972195
863,0.9596345872162851
864,0.589142081218952
865,0.35847964201108684
866,0.6633246817758943
867,1.3506860969224965
868,1.1672222944037016
869,0.5570836147362764
870,1.1857202318712572
871,0.6846452423568893
872,0.9591447285159002
873,0.3327458314412552
874,1.3470057483819358
875,0.889630963416146
876,0.8650932514968592
877,1.5311795126018966
878,0.6432708330636276
879,1.1121236012655353
880,0.6034715945974848
881,1.4656407879566913
882,0.43516027872623475
883,1.2969234733348447
884,1.150060915936327
885,0.8540604369384489
886,0.5891084072576513
887,1.0833293184061277
888,0.3623050413587689
889,1.515383647478722
890,0.9586538279100513
891,0.6049189827818495
892,0.5638610326262782
893,1.549323970856796
894,1.2088850368299735
895,1.6047467328648666
896,0.7382371260705229
897,0.5073208880042502
898,0.6973143629671511
899,0.6028413896948857
900,0.29126097543670576
901,1.1538952071363986
902,0.6649169148625728
903,0.7456255762644188
904,0.9221445461252926
905,0.047576897764320024
906,0.20263043211959378
907,0.3204178349434617
908,0.8735709079689463
909,0.8478263234987111
910,1.1557494485290432
911,0.7121869269333834
912,0.6581331773031568
913,0.9193007109015738
914,0.34577907730253815
915,0.5709741021079643
916,0.7811563849755415
917,0.4804906054304012
918,1.174460894965913
919,0.8751584471594865
920,0.7700109543615782
921,0.8172271062716415
922,0.8932391610721794
923,1.025002646370821
924,0.2692099060617586
925,1.5301266054978337
926,0.7317929228026706
927,1.262810268953822
928,0.8847281757188387
929,0.16010588757999195
930,0.9819335632940234
931,1.0410865711080706
932,0.7443653732377062
933,0.5102018371580136
934,0.9554212055652035
935,1.0653035602748222
936,1.1939689807276601
937,0.9266629566900285
938,0.8192613464332674
939,0.6391949871475212
940,0.35939512972682264
941,0.5777959116171748
942,1.2202671525063735
943,0.9752186247365316
944,0.832807761745125
945,1.2375971798663399
946,-0.4216215096186762
947,0.9498702683326821
948,1.3598343303127414
949,0.5835977801014657
950,-0.2987469469267807
951,1.060694874686352
952,1.6818535849484406
953,0.7963048521601384
954,0.8183588758404698
955,0.9588965277900888
956,1.304535104145511
957,0.8283709175209355
958,0.9632104848618216
959,1.111047641018511
960,1.3059181828950495
961,0.6960719960901106
962,0.6263472228242533
963,0.8482570320675219
964,0.9889250980385275
965,0.9682967857948992
966,1.1979718633432435
967,1.1381433364572944
968,0.35556415000114816
969,0.7678948265078177
970,0.8616314729431228
971,0.4145793458518548
972,0.49890141211904193
973,0.724779252151554
974,0.4849458415002882
975,0.829481135738973
976,0.7934379228741245
977,1.1785422956689109
978,1.3567539949284728
979,0.3151572214310649
980,0.21965472960421778
981,1.140659684910529
982,1.6986072756984394
983,0.78884670571764
984,1.2986835259958744
985,1.265384260922014
986,1.2737765631597302
987,0.8090884796362213
988,1.2078339673867504
989,0.7410249700826916
990,0.6997505139304127
991,0.8691805585347204
992,0.6160709175924057
993,0.5130895137809277
994,1.1489323476813915
995,1.142415504039451
996,0.6929658541566062
997,1.257101675847416
998,0.6986199944685659
999,1.104569867404096
1000,1.0787718641863153
1001,1.062823399336562
1002,0.832302077471542
1003,0.6874631563973762
1004,1.1889825138883099
1005,0.6347246443535651
1006,1.188087024565755
1007,0.8682243041572507
1008,0.9787900437899428
1009,0.04095916932880763
1010,0.5565863576193254
1011,0.6192884003383271
1012,0.9807930939486411
1013,0.4603525190036771
1014,1.0484375477743957
1015,1.0532780298003028
1016,0.989233850882395
1017,1.1830682496982663
1018,0.30218007359882093
1019,1.2239582238382025
1020,1.4885916393810352
1021,0.9711325966812762
1022,0.7176093484467032
1023,0.8684773784919204
1024,0.8581772941746442
1025,0.9181174642249191
1026,0.5369304507251684
1027,1.0289132692650789
1028,0.39931882614898834
1029,1.1047502014824875
1030,1.3713857291404856
1031,1.0854929465181462
1032,0.7888893669276056
1033,0.7532474732730868
1034,0.9326586775721123
1035,0.7595508793403274
1036,0.8501369467547866
1037,0.9227409834487107
1038,-0.05049133520025072
1039,1.320621276462873
1040,1.2214444248623249
1041,0.3966437532269348
1042,0.759209992613837
1043,0.7739063242592609
1044,0.6084432189489312
1045,1.297643780816956
1046,1.153322906980678
1047,0.5913880043277329
1048,0.5763956761813812
1049,0.4415925046612079
1050,1.0066070264381146
1051,1.1089066816331592
1052,0.6641844628895346
1053,1.7930878213376076
1054,0.5835837076233624
1055,1.317413994133703
1056,0.8639161421021336
1057,0.9625221756131483
1058,0.09289162747912315
1059,1.1672660185823984
1060,1.092936964209521
1061,1.4449481282165015
1062,1.2365908472313432
1063,0.9194338619107345
1064,0.976955437973037
1065,0.7473494443988009
1066,0.8560242383614084
1067,1.258133333113321
1068,0.5574442683062877
1069,1.1478336724580396
1070,1.691595499339483
1071,0.950973771550318
1072,1.0665521089566947
1073,0.48205452585351044
1074,0.3914224610297252
1075,0.5685634655537724
1076,0.8852445820623381
1077,1.3143914336725075
1078,0.7515004238751322
1079,1.0868491798061903
1080,0.7044534012573034
1081,1.3869823799656535
1082,1.0125746491237977
1083,0.4012682724377761
1084,0.541691358771375
1085,1.1601535890575725
1086,0.9785483559752912
1087,0.7749337735703088
1088,1.0583450178547908
1089,0.3183871580214821
1090,-0.30961240332000317
1091,1.2926390921880706
1092,0.2313556825985278
1093,0.7676280040791227
1094,1.0494873198516697
1095,0.3646840441951399
1096,0.7913219584913059
1097,0.6739898050654952
1098,0.7748767280608995
1099,-0.20645539175456723
1100,0.6965262551728524
1101,-0.14382809640310268
1102,0.6567694158075145
1103,0.7012084343454098
1104,1.0494908850260862
1105,1.1019608937969185
1106,1.2205958985312788
1107,1.1293770026512107
1108,0.5578336195195128
1109,1.2010661223554826
1110,1.1680196335884707
1111,0.9053990426392491
1112,1.1106157612774392
1113,0.8734033022246175
1114,0.7008065053703665
1115,0.9043354843124515
1116,1.1283472397840153
1117,0.6050048184549062
1118,1.0997053336160048
1119,1.253860667049029
1120,1.1639644579284212
1121,0.5243591307503737
1122,0.7909064528812175
1123,1.0214545914931208
1124,0.8230918847724885
1125,0.6004532270417752
1126,0.7254455601760116
1127,0.46472383568252584
1128,1.2800794877180046
1129,0.9109184514434231
1130,1.5427945582765832
1131,1.6052597179841148
1132,0.7001493765306845
1133,1.3297278950470144
1134,1.3169281751863005
1135,0.28607767663057343
1136,0.9903591136385588
1137,1.1481468021770767
1138,1.1122655813026776
1139,0.9378706004733821
1140,0.7231296708891534
1141,0.8797387358436655
1142,1.2233769668312438
1143,0.09664012438622768
1144,0.5692936116414871
1145,0.6051065574918838
1146,0.6698520764245511
1147,0.7988236923826534
1148,0.6290802050377294
1149,-0.0007456135815611248
1150,1.1285718678952381
1151,0.2863712788095363
1152,0.30096088657924597
1153,1.3740632918805018
1154,0.5300204455625114
1155,1.124093948816256
1156,1.0742842007229247
1157,0.9586343184868729
1158,0.16404590675241856
1159,0.7068077250265298
1160,1.1239460375269017
1161,0.5238193077276856
1162,1.2392975517980647
1163,0.7855745444095501
1164,0.8932917812711754
1165,0.328522760720996
1166,0.5033215652783769
1167,0.8139435403790641
1168,0.2641779393671245
1169,1.0364066465914257
1170,1.2451606903787056
1171,0.9567620514788866
1172,0.8605073000767507
1173,-0.0708039818773837
1174,1.704337617034302
1175,1.2254820081290787
1176,1.0640526365513547
1177,0.524577908743438
1178,0.7246489493727213
1179,1.006236887986979
1180,0.2570133253672367
1181,0.5076464909491898
1182,0.7426967432756864
1183,0.888228422344781
1184,1.003497394228991
1185,1.6702667456788265
1186,0.19411683610954192
1187,1.001218710510224
1188,0.1974758421537072
1189,0.9693653706921026
1190,1.314566381387934
1191,0.7723982750332723
1192,0.27872083654552543
1193,0.7489962881702796
1194,1.4543298129904276
1195,0.7545796773556617
1196,1.0638592612669302
1197,1.0983220055989225
1198,0.7594236639376815
1199,0.8393722685603278
1200,0.8649511492271977
1201,0.8036733826165285
1202,1.1204145563670267
1203,0.9411923129138051
1204,1.174986517053815
1205,1.2011847084246077
1206,0.04712623137716725
1207,1.2179809399255277
1208,0.6733532406192148
1209,0.944306866984115
1210,0.9208547562302782
1211,1.0000829856603382
1212,0.6658291454461344
1213,0.4941301578673566
1214,1.216197691101221
1215,0.8378503326348187
1216,1.1252086261633603
1217,0.632603922658932
1218,1.1505701674644557
1219,0.8682241586580587
1220,1.5695553409581922
1221,0.4999772264857724
1222,0.862439929930122
1223,1.1842938673594312
1224,0.5639867974903139
1225,0.7450098026180616
1226,0.9723081957408081
1227,0.8673818381155506
1228,0.7460010367816358
1229,1.317283944445162
1230,0.7309318213347267
1231,1.2252480858275847
1232,0.8989365231721081
1233,0.3163426164370509
1234,0.7976854645387714
1235,0.26831309069468073
1236,1.0025935861995092
1237,0.48582602846999945
1238,0.8309844253076043
1239,0.6297261805263282
1240,1.5744463825388013
1241,0.9626332584642164
1242,0.8418037390863631
1243,0.8411307289550739
1244,1.2738109964073445
1245,0.9291028803346932
1246,0.9578709745057908
1247,0.5688587455694928
1248,0.45494933432197915
1249,1.2153041054733158
1250,0.6434938786942008
1251,1.0751062949403194
1252,0.5409451270332726
1253,1.3379277011238988
1254,1.0307101361959514
1255,1.0354782155523345
1256,0.7079861818956616
1257,1.30858106047953
1258,1.43893276644761
1259,0.920199349597106
1260,1.2310361017987463
1261,0.7423123462931239
1262,0.5602614809850758
